Current logical CPUs: 12
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.12.27-amd64 (localhost) 	05/15/25 	_x86_64_	(12 CPU)

23:22:32      UID      TGID       TID   cswch/s nvcswch/s  Command
23:22:33        0         9         -      1.89      0.00  kworker/0:0-events
23:22:33        0         -         9      1.89      0.00  |__kworker/0:0-events
23:22:33        0        17         -      0.94      0.00  ksoftirqd/0
23:22:33        0         -        17      0.94      0.00  |__ksoftirqd/0
23:22:33        0        18         -     12.26      0.00  rcu_preempt
23:22:33        0         -        18     12.26      0.00  |__rcu_preempt
23:22:33        0       112         -      1.89      0.00  kcompactd0
23:22:33        0         -       112      1.89      0.00  |__kcompactd0
23:22:33        0       120         -      1.89      0.00  kworker/7:1-events
23:22:33        0         -       120      1.89      0.00  |__kworker/7:1-events
23:22:33        0       131         -      0.94      0.00  kworker/1:1-mm_percpu_wq
23:22:33        0         -       131      0.94      0.00  |__kworker/1:1-mm_percpu_wq
23:22:33        0       146         -      0.94      0.00  kworker/4:2-mm_percpu_wq
23:22:33        0         -       146      0.94      0.00  |__kworker/4:2-mm_percpu_wq
23:22:33        0       195         -      0.94      0.00  kworker/u49:5-events_unbound
23:22:33        0         -       195      0.94      0.00  |__kworker/u49:5-events_unbound
23:22:33        0       267         -      2.83      0.00  kworker/5:1-events
23:22:33        0         -       267      2.83      0.00  |__kworker/5:1-events
23:22:33        0       292         -      0.94      0.00  kworker/10:2-mm_percpu_wq
23:22:33        0         -       292      0.94      0.00  |__kworker/10:2-mm_percpu_wq
23:22:33        0       309         -      0.94      0.00  kworker/9:1-mm_percpu_wq
23:22:33        0         -       309      0.94      0.00  |__kworker/9:1-mm_percpu_wq
23:22:33        0       353         -      0.94      0.00  kworker/6:2-mm_percpu_wq
23:22:33        0         -       353      0.94      0.00  |__kworker/6:2-mm_percpu_wq
23:22:33        0       460         -      0.94      0.00  kworker/8:2-mm_percpu_wq
23:22:33        0         -       460      0.94      0.00  |__kworker/8:2-mm_percpu_wq
23:22:33        0       464         -      0.94      0.00  kworker/2:2-mm_percpu_wq
23:22:33        0         -       464      0.94      0.00  |__kworker/2:2-mm_percpu_wq
23:22:33        0       467         -      0.94      0.00  kworker/11:2-mm_percpu_wq
23:22:33        0         -       467      0.94      0.00  |__kworker/11:2-mm_percpu_wq
23:22:33        0       878         -      6.60      0.00  kworker/3:1-events
23:22:33        0         -       878      6.60      0.00  |__kworker/3:1-events
23:22:33        0      1189         -      0.00     14.15  stress-ng-cpu
23:22:33        0         -      1189      0.00     14.15  |__stress-ng-cpu
23:22:33        0      1190         -      0.00      1.89  stress-ng-cpu
23:22:33        0         -      1190      0.00      1.89  |__stress-ng-cpu
23:22:33        0      1191         -      0.00      1.89  stress-ng-cpu
23:22:33        0         -      1191      0.00      1.89  |__stress-ng-cpu
23:22:33        0      1192         -      0.00      1.89  stress-ng-cpu
23:22:33        0         -      1192      0.00      1.89  |__stress-ng-cpu
23:22:33        0      1193         -      0.00      2.83  stress-ng-cpu
23:22:33        0         -      1193      0.00      2.83  |__stress-ng-cpu
23:22:33        0      1194         -      0.00      0.94  stress-ng-cpu
23:22:33        0         -      1194      0.00      0.94  |__stress-ng-cpu
23:22:33        0      1195         -      0.00      0.94  stress-ng-cpu
23:22:33        0         -      1195      0.00      0.94  |__stress-ng-cpu
23:22:33        0      1196         -      0.00      0.94  stress-ng-cpu
23:22:33        0         -      1196      0.00      0.94  |__stress-ng-cpu
23:22:33        0      1197         -      0.00      0.94  stress-ng-cpu
23:22:33        0         -      1197      0.00      0.94  |__stress-ng-cpu
23:22:33        0      1198         -      0.00      7.55  stress-ng-cpu
23:22:33        0         -      1198      0.00      7.55  |__stress-ng-cpu
23:22:33        0      1199         -      0.00      0.94  stress-ng-cpu
23:22:33        0         -      1199      0.00      0.94  |__stress-ng-cpu
23:22:33        0      1200         -      0.00      0.94  stress-ng-cpu
23:22:33        0         -      1200      0.00      0.94  |__stress-ng-cpu
23:22:33        0      1201         -      0.94      5.66  pidstat
23:22:33        0         -      1201      0.94      5.66  |__pidstat

23:22:33      UID      TGID       TID   cswch/s nvcswch/s  Command
23:22:34        0         9         -      3.00      0.00  kworker/0:0-events
23:22:34        0         -         9      3.00      0.00  |__kworker/0:0-events
23:22:34        0       112         -      2.00      0.00  kcompactd0
23:22:34        0         -       112      2.00      0.00  |__kcompactd0
23:22:34        0       114         -      3.00      0.00  khugepaged
23:22:34        0         -       114      3.00      0.00  |__khugepaged
23:22:34        0       120         -      1.00      0.00  kworker/7:1-mm_percpu_wq
23:22:34        0         -       120      1.00      0.00  |__kworker/7:1-mm_percpu_wq
23:22:34        0       131         -      1.00      0.00  kworker/1:1-mm_percpu_wq
23:22:34        0         -       131      1.00      0.00  |__kworker/1:1-mm_percpu_wq
23:22:34        0       146         -      2.00      0.00  kworker/4:2-mm_percpu_wq
23:22:34        0         -       146      2.00      0.00  |__kworker/4:2-mm_percpu_wq
23:22:34        0       267         -      2.00      0.00  kworker/5:1-mm_percpu_wq
23:22:34        0         -       267      2.00      0.00  |__kworker/5:1-mm_percpu_wq
23:22:34        0       292         -      3.00      0.00  kworker/10:2-mm_percpu_wq
23:22:34        0         -       292      3.00      0.00  |__kworker/10:2-mm_percpu_wq
23:22:34        0       295         -      1.00      0.00  kworker/6:1H-kblockd
23:22:34        0         -       295      1.00      0.00  |__kworker/6:1H-kblockd
23:22:34        0       309         -      1.00      0.00  kworker/9:1-mm_percpu_wq
23:22:34        0         -       309      1.00      0.00  |__kworker/9:1-mm_percpu_wq
23:22:34        0       353         -      2.00      0.00  kworker/6:2-mm_percpu_wq
23:22:34        0         -       353      2.00      0.00  |__kworker/6:2-mm_percpu_wq
23:22:34        0       460         -      1.00      0.00  kworker/8:2-mm_percpu_wq
23:22:34        0         -       460      1.00      0.00  |__kworker/8:2-mm_percpu_wq
23:22:34        0       464         -      1.00      0.00  kworker/2:2-mm_percpu_wq
23:22:34        0         -       464      1.00      0.00  |__kworker/2:2-mm_percpu_wq
23:22:34        0       467         -      1.00      0.00  kworker/11:2-mm_percpu_wq
23:22:34        0         -       467      1.00      0.00  |__kworker/11:2-mm_percpu_wq
