Current logical CPUs: 16
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.1.0-34-amd64 (localhost) 	05/15/25 	_x86_64_	(16 CPU)

23:46:55      UID      TGID       TID   cswch/s nvcswch/s  Command
23:46:56        0        15         -      8.65      0.00  rcu_preempt
23:46:56        0         -        15      8.65      0.00  |__rcu_preempt
23:46:56        0        27         -      0.96      0.00  kworker/2:0-mm_percpu_wq
23:46:56        0         -        27      0.96      0.00  |__kworker/2:0-mm_percpu_wq
23:46:56        0        47         -      1.92      0.00  kworker/6:0-mm_percpu_wq
23:46:56        0         -        47      1.92      0.00  |__kworker/6:0-mm_percpu_wq
23:46:56        0        50         -      0.96      0.00  migration/7
23:46:56        0         -        50      0.96      0.00  |__migration/7
23:46:56        0        55         -      0.96      0.00  migration/8
23:46:56        0         -        55      0.96      0.00  |__migration/8
23:46:56        0        60         -      0.96      0.00  migration/9
23:46:56        0         -        60      0.96      0.00  |__migration/9
23:46:56        0        61         -      2.88      0.00  ksoftirqd/9
23:46:56        0         -        61      2.88      0.00  |__ksoftirqd/9
23:46:56        0        65         -      0.96      0.00  migration/10
23:46:56        0         -        65      0.96      0.00  |__migration/10
23:46:56        0        70         -      0.96      0.00  migration/11
23:46:56        0         -        70      0.96      0.00  |__migration/11
23:46:56        0        75         -      0.96      0.00  migration/12
23:46:56        0         -        75      0.96      0.00  |__migration/12
23:46:56        0        80         -      0.96      0.00  migration/13
23:46:56        0         -        80      0.96      0.00  |__migration/13
23:46:56        0        85         -      0.96      0.00  migration/14
23:46:56        0         -        85      0.96      0.00  |__migration/14
23:46:56        0        90         -      0.96      0.00  migration/15
23:46:56        0         -        90      0.96      0.00  |__migration/15
23:46:56        0       116         -      1.92      0.00  kcompactd0
23:46:56        0         -       116      1.92      0.00  |__kcompactd0
23:46:56        0       119         -      1.92      0.00  khugepaged
