Current logical CPUs: 12
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.1.0-34-amd64 (localhost) 	05/15/25 	_x86_64_	(12 CPU)

22:28:45      UID      TGID       TID   cswch/s nvcswch/s  Command
22:28:47        0        15         -      9.62      0.00  rcu_preempt
22:28:47        0         -        15      9.62      0.00  |__rcu_preempt
22:28:47        0        21         -      1.92      0.00  ksoftirqd/1
22:28:47        0         -        21      1.92      0.00  |__ksoftirqd/1
22:28:47        0        91         -      0.96      0.00  kworker/1:2-mm_percpu_wq
22:28:47        0         -        91      0.96      0.00  |__kworker/1:2-mm_percpu_wq
22:28:47        0        95         -      1.92      0.00  kcompactd0
22:28:47        0         -        95      1.92      0.00  |__kcompactd0
22:28:47        0       112         -      5.77      0.00  kworker/3:1-events
22:28:47        0         -       112      5.77      0.00  |__kworker/3:1-events
22:28:47        0       159         -      4.81      0.00  kworker/0:3-events_power_efficient
22:28:47        0         -       159      4.81      0.00  |__kworker/0:3-events_power_efficient
22:28:47        0       201         -      3.85      0.00  kworker/4:2-mm_percpu_wq
22:28:47        0         -       201      3.85      0.00  |__kworker/4:2-mm_percpu_wq
22:28:47        0       377         -      2.88      0.00  usb-storage
22:28:47        0         -       377      2.88      0.00  |__usb-storage
22:28:47        0       418         -      0.96      0.00  kworker/8:3-events
22:28:47        0         -       418      0.96      0.00  |__kworker/8:3-events
22:28:47        0      3276         -      0.96      0.00  kworker/u64:0-flush-8:16
22:28:47        0         -      3276      0.96      0.00  |__kworker/u64:0-flush-8:16
22:28:47        0      3687         -      1.92      0.00  kworker/6:0-events_freezable_power_
22:28:47        0         -      3687      1.92      0.00  |__kworker/6:0-events_freezable_power_
22:28:47        0      5277         -      0.96      0.00  kworker/u64:2-flush-8:16
22:28:47        0         -      5277      0.96      0.00  |__kworker/u64:2-flush-8:16
22:28:47        0      5591         -      0.00      4.81  stress-ng-cpu
22:28:47        0         -      5591      0.00      4.81  |__stress-ng-cpu
22:28:47        0      5592         -      0.00      3.85  stress-ng-cpu
22:28:47        0         -      5592      0.00      3.85  |__stress-ng-cpu
22:28:47        0      5593         -      0.00      1.92  stress-ng-cpu
22:28:47        0         -      5593      0.00      1.92  |__stress-ng-cpu
22:28:47        0      5594         -      0.00      3.85  stress-ng-cpu
22:28:47        0         -      5594      0.00      3.85  |__stress-ng-cpu
22:28:47        0      5595         -      0.00      3.85  stress-ng-cpu
22:28:47        0         -      5595      0.00      3.85  |__stress-ng-cpu
22:28:47        0      5596         -      0.00      4.81  stress-ng-cpu
22:28:47        0         -      5596      0.00      4.81  |__stress-ng-cpu
22:28:47        0      5597         -      0.00      5.77  stress-ng-cpu
22:28:47        0         -      5597      0.00      5.77  |__stress-ng-cpu
22:28:47        0      5598         -      0.00      0.96  stress-ng-cpu
22:28:47        0         -      5598      0.00      0.96  |__stress-ng-cpu
22:28:47        0      5600         -      0.00      1.92  stress-ng-cpu
22:28:47        0         -      5600      0.00      1.92  |__stress-ng-cpu
22:28:47        0      5602         -      0.00      0.96  stress-ng-cpu
22:28:47        0         -      5602      0.00      0.96  |__stress-ng-cpu
22:28:47        0      5603         -      0.96      0.96  pidstat
22:28:47        0         -      5603      0.96      0.96  |__pidstat

22:28:47      UID      TGID       TID   cswch/s nvcswch/s  Command
22:28:48        0        15         -      7.00      0.00  rcu_preempt
22:28:48        0         -        15      7.00      0.00  |__rcu_preempt
22:28:48        0        21         -      1.00      0.00  ksoftirqd/1
22:28:48        0         -        21      1.00      0.00  |__ksoftirqd/1
22:28:48        0        51         -      1.00      0.00  ksoftirqd/7
22:28:48        0         -        51      1.00      0.00  |__ksoftirqd/7
22:28:48        0        52         -      1.00      0.00  kworker/7:0-mm_percpu_wq
22:28:48        0         -        52      1.00      0.00  |__kworker/7:0-mm_percpu_wq
22:28:48        0        91         -      1.00      0.00  kworker/1:2-mm_percpu_wq
22:28:48        0         -        91      1.00      0.00  |__kworker/1:2-mm_percpu_wq
22:28:48        0        95         -      2.00      0.00  kcompactd0
22:28:48        0         -        95      2.00      0.00  |__kcompactd0
22:28:48        0       112         -      6.00      0.00  kworker/3:1-events
22:28:48        0         -       112      6.00      0.00  |__kworker/3:1-events
22:28:48        0       159         -      3.00      0.00  kworker/0:3-events
22:28:48        0         -       159      3.00      0.00  |__kworker/0:3-events
