Current logical CPUs: 12
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.1.0-34-amd64 (localhost) 	05/15/25 	_x86_64_	(12 CPU)

22:17:06      UID      TGID       TID   cswch/s nvcswch/s  Command
22:17:07        0        15         -     11.32      0.00  rcu_preempt
22:17:07        0         -        15     11.32      0.00  |__rcu_preempt
22:17:07        0        36         -      3.77      0.00  ksoftirqd/4
22:17:07        0         -        36      3.77      0.00  |__ksoftirqd/4
22:17:07        0        52         -      1.89      0.00  kworker/7:0-mm_percpu_wq
22:17:07        0         -        52      1.89      0.00  |__kworker/7:0-mm_percpu_wq
22:17:07        0        77         -      0.94      0.00  kworker/u64:3-flush-8:16
22:17:07        0         -        77      0.94      0.00  |__kworker/u64:3-flush-8:16
22:17:07        0        91         -      0.94      0.00  kworker/1:2-mm_percpu_wq
22:17:07        0         -        91      0.94      0.00  |__kworker/1:2-mm_percpu_wq
22:17:07        0        95         -      1.89      0.00  kcompactd0
22:17:07        0         -        95      1.89      0.00  |__kcompactd0
22:17:07        0        97         -      1.89      0.00  khugepaged
22:17:07        0         -        97      1.89      0.00  |__khugepaged
22:17:07        0       112         -      5.66      0.00  kworker/3:1-events
22:17:07        0         -       112      5.66      0.00  |__kworker/3:1-events
22:17:07        0       125         -      0.94      0.00  kworker/10:1-mm_percpu_wq
22:17:07        0         -       125      0.94      0.00  |__kworker/10:1-mm_percpu_wq
22:17:07        0       126         -      0.94      0.00  kworker/11:1-mm_percpu_wq
22:17:07        0         -       126      0.94      0.00  |__kworker/11:1-mm_percpu_wq
22:17:07        0       159         -      2.83      0.00  kworker/0:3-mm_percpu_wq
22:17:07        0         -       159      2.83      0.00  |__kworker/0:3-mm_percpu_wq
22:17:07        0       201         -      1.89      0.00  kworker/4:2-mm_percpu_wq
22:17:07        0         -       201      1.89      0.00  |__kworker/4:2-mm_percpu_wq
22:17:07        0       347         -      1.89      0.00  kworker/5:2-mm_percpu_wq
22:17:07        0         -       347      1.89      0.00  |__kworker/5:2-mm_percpu_wq
22:17:07        0       377         -      6.60      0.00  usb-storage
22:17:07        0         -       377      6.60      0.00  |__usb-storage
22:17:07        0       385         -      4.72      0.00  kworker/2:2-mm_percpu_wq
22:17:07        0         -       385      4.72      0.00  |__kworker/2:2-mm_percpu_wq
22:17:07        0       418         -      0.94      0.00  kworker/8:3-mm_percpu_wq
22:17:07        0         -       418      0.94      0.00  |__kworker/8:3-mm_percpu_wq
22:17:07        0       472         -      2.83      0.00  kworker/6:2-mm_percpu_wq
22:17:07        0         -       472      2.83      0.00  |__kworker/6:2-mm_percpu_wq
22:17:07        0       553         -      0.94      0.00  kworker/9:3-mm_percpu_wq
22:17:07        0         -       553      0.94      0.00  |__kworker/9:3-mm_percpu_wq
22:17:07        0      1020         -      0.00      4.72  stress-ng-cpu
22:17:07        0         -      1020      0.00      4.72  |__stress-ng-cpu
22:17:07        0      1021         -      0.00      3.77  stress-ng-cpu
22:17:07        0         -      1021      0.00      3.77  |__stress-ng-cpu
22:17:07        0      1022         -      0.00      0.94  stress-ng-cpu
22:17:07        0         -      1022      0.00      0.94  |__stress-ng-cpu
22:17:07        0      1023         -      0.00      1.89  stress-ng-cpu
22:17:07        0         -      1023      0.00      1.89  |__stress-ng-cpu
22:17:07        0      1024         -      0.00     13.21  stress-ng-cpu
22:17:07        0         -      1024      0.00     13.21  |__stress-ng-cpu
22:17:07        0      1025         -      0.00      0.94  stress-ng-cpu
22:17:07        0         -      1025      0.00      0.94  |__stress-ng-cpu
22:17:07        0      1026         -      0.00      2.83  stress-ng-cpu
22:17:07        0         -      1026      0.00      2.83  |__stress-ng-cpu
22:17:07        0      1027         -      0.00      8.49  stress-ng-cpu
22:17:07        0         -      1027      0.00      8.49  |__stress-ng-cpu
22:17:07        0      1028         -      0.00      0.94  stress-ng-cpu
22:17:07        0         -      1028      0.00      0.94  |__stress-ng-cpu
22:17:07        0      1029         -      0.00      5.66  stress-ng-cpu
22:17:07        0         -      1029      0.00      5.66  |__stress-ng-cpu
22:17:07        0      1030         -      0.00      0.94  stress-ng-cpu
22:17:07        0         -      1030      0.00      0.94  |__stress-ng-cpu
22:17:07        0      1031         -      0.00      2.83  stress-ng-cpu
22:17:07        0         -      1031      0.00      2.83  |__stress-ng-cpu
22:17:07        0      1032         -      0.94      0.94  pidstat
