Current logical CPUs: 12
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.1.0-34-amd64 (localhost) 	05/15/25 	_x86_64_	(12 CPU)

22:52:13      UID      TGID       TID   cswch/s nvcswch/s  Command
22:52:14        0        15         -     10.58      0.00  rcu_preempt
22:52:14        0         -        15     10.58      0.00  |__rcu_preempt
22:52:14        0        21         -      2.88      0.00  ksoftirqd/1
22:52:14        0         -        21      2.88      0.00  |__ksoftirqd/1
22:52:14        0        91         -      0.96      0.00  kworker/1:2-mm_percpu_wq
22:52:14        0         -        91      0.96      0.00  |__kworker/1:2-mm_percpu_wq
22:52:14        0        95         -      1.92      0.00  kcompactd0
22:52:14        0         -        95      1.92      0.00  |__kcompactd0
22:52:14        0       112         -      4.81      0.00  kworker/3:1-events
22:52:14        0         -       112      4.81      0.00  |__kworker/3:1-events
22:52:14        0       159         -      3.85      0.00  kworker/0:3-events
22:52:14        0         -       159      3.85      0.00  |__kworker/0:3-events
22:52:14        0       347         -      0.96      0.00  kworker/5:2-mm_percpu_wq
22:52:14        0         -       347      0.96      0.00  |__kworker/5:2-mm_percpu_wq
22:52:14        0       377         -      2.88      0.00  usb-storage
22:52:14        0         -       377      2.88      0.00  |__usb-storage
22:52:14        0       553         -      1.92      0.00  kworker/9:3-mm_percpu_wq
22:52:14        0         -       553      1.92      0.00  |__kworker/9:3-mm_percpu_wq
22:52:14        0      6482         -      0.96      0.00  kworker/4:0-mm_percpu_wq
22:52:14        0         -      6482      0.96      0.00  |__kworker/4:0-mm_percpu_wq
22:52:14        0      9040         -      0.96      0.00  kworker/u64:1-flush-8:16
22:52:14        0         -      9040      0.96      0.00  |__kworker/u64:1-flush-8:16
22:52:14        0     10269         -      1.92      0.00  kworker/6:2-events_freezable_power_
22:52:14        0         -     10269      1.92      0.00  |__kworker/6:2-events_freezable_power_
22:52:14        0     13909         -      0.96      0.00  kworker/u64:0-events_unbound
22:52:14        0         -     13909      0.96      0.00  |__kworker/u64:0-events_unbound
22:52:14        0     14226         -      0.00      2.88  stress-ng-cpu
22:52:14        0         -     14226      0.00      2.88  |__stress-ng-cpu
22:52:14        0     14227         -      0.00      0.96  stress-ng-cpu
22:52:14        0         -     14227      0.00      0.96  |__stress-ng-cpu
22:52:14        0     14228         -      0.00      1.92  stress-ng-cpu
22:52:14        0         -     14228      0.00      1.92  |__stress-ng-cpu
22:52:14        0     14229         -      0.00      7.69  stress-ng-cpu
22:52:14        0         -     14229      0.00      7.69  |__stress-ng-cpu
22:52:14        0     14230         -      0.00      1.92  stress-ng-cpu
22:52:14        0         -     14230      0.00      1.92  |__stress-ng-cpu
22:52:14        0     14232         -      0.00      6.73  stress-ng-cpu
22:52:14        0         -     14232      0.00      6.73  |__stress-ng-cpu
22:52:14        0     14233         -      0.00      4.81  stress-ng-cpu
22:52:14        0         -     14233      0.00      4.81  |__stress-ng-cpu
22:52:14        0     14235         -      0.00      5.77  stress-ng-cpu
22:52:14        0         -     14235      0.00      5.77  |__stress-ng-cpu
22:52:14        0     14238         -      0.96      0.96  pidstat
22:52:14        0         -     14238      0.96      0.96  |__pidstat

22:52:14      UID      TGID       TID   cswch/s nvcswch/s  Command
22:52:15        0        15         -      9.00      0.00  rcu_preempt
22:52:15        0         -        15      9.00      0.00  |__rcu_preempt
22:52:15        0        21         -      2.00      0.00  ksoftirqd/1
22:52:15        0         -        21      2.00      0.00  |__ksoftirqd/1
22:52:15        0        51         -      1.00      0.00  ksoftirqd/7
22:52:15        0         -        51      1.00      0.00  |__ksoftirqd/7
22:52:15        0        52         -      1.00      0.00  kworker/7:0-mm_percpu_wq
22:52:15        0         -        52      1.00      0.00  |__kworker/7:0-mm_percpu_wq
22:52:15        0        91         -      1.00      0.00  kworker/1:2-mm_percpu_wq
22:52:15        0         -        91      1.00      0.00  |__kworker/1:2-mm_percpu_wq
22:52:15        0        95         -      2.00      0.00  kcompactd0
22:52:15        0         -        95      2.00      0.00  |__kcompactd0
22:52:15        0       112         -      5.00      0.00  kworker/3:1-events
22:52:15        0         -       112      5.00      0.00  |__kworker/3:1-events
22:52:15        0       159         -      2.00      0.00  kworker/0:3-events
22:52:15        0         -       159      2.00      0.00  |__kworker/0:3-events
22:52:15        0       225         -      1.00      0.00  kworker/6:1H-kblockd
22:52:15        0         -       225      1.00      0.00  |__kworker/6:1H-kblockd
