Current logical CPUs: 16
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.12.27-amd64 (localhost) 	05/15/25 	_x86_64_	(16 CPU)

22:33:21      UID      TGID       TID   cswch/s nvcswch/s  Command
22:33:22        0         2         -      2.80      0.00  kthreadd
22:33:22        0         -         2      2.80      0.00  |__kthreadd
22:33:22        0        18         -     22.43      0.00  rcu_preempt
22:33:22        0         -        18     22.43      0.00  |__rcu_preempt
22:33:22        0        21         -      0.93      0.00  migration/0
22:33:22        0         -        21      0.93      0.00  |__migration/0
22:33:22        0        26         -      0.93      0.00  migration/2
22:33:22        0         -        26      0.93      0.00  |__migration/2
22:33:22        0        32         -      0.93      0.00  migration/4
22:33:22        0         -        32      0.93      0.00  |__migration/4
22:33:22        0        38         -      0.93      0.00  migration/6
22:33:22        0         -        38      0.93      0.00  |__migration/6
22:33:22        0        44         -      0.93      0.00  migration/8
22:33:22        0         -        44      0.93      0.00  |__migration/8
22:33:22        0        50         -      0.93      0.00  migration/9
22:33:22        0         -        50      0.93      0.00  |__migration/9
22:33:22        0        56         -      0.93      0.00  migration/10
22:33:22        0         -        56      0.93      0.00  |__migration/10
22:33:22        0        62         -      0.93      0.00  migration/11
22:33:22        0         -        62      0.93      0.00  |__migration/11
22:33:22        0        68         -      0.93      0.00  migration/12
22:33:22        0         -        68      0.93      0.00  |__migration/12
22:33:22        0        74         -      0.93      0.00  migration/13
22:33:22        0         -        74      0.93      0.00  |__migration/13
22:33:22        0        75         -      1.87      0.00  ksoftirqd/13
22:33:22        0         -        75      1.87      0.00  |__ksoftirqd/13
22:33:22        0        80         -      0.93      0.00  migration/14
22:33:22        0         -        80      0.93      0.00  |__migration/14
22:33:22        0        86         -      0.93      0.00  migration/15
22:33:22        0         -        86      0.93      0.00  |__migration/15
22:33:22        0        92         -      0.93      0.00  migration/1
22:33:22        0         -        92      0.93      0.00  |__migration/1
22:33:22        0        98         -      0.93      0.00  migration/3
22:33:22        0         -        98      0.93      0.00  |__migration/3
22:33:22        0       104         -      0.93      0.00  migration/5
22:33:22        0         -       104      0.93      0.00  |__migration/5
22:33:22        0       110         -      0.93      0.00  migration/7
