Current logical CPUs: 32
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.12.27-amd64 (localhost) 	05/19/25 	_x86_64_	(32 CPU)

10:19:45      UID      TGID       TID   cswch/s nvcswch/s  Command
10:19:46        0        18         -     13.89      0.00  rcu_preempt
10:19:46        0         -        18     13.89      0.00  |__rcu_preempt
10:19:46        0        58         -      0.93      0.00  kworker/6:0-mm_percpu_wq
10:19:46        0         -        58      0.93      0.00  |__kworker/6:0-mm_percpu_wq
10:19:46        0       173         -      0.93      0.00  kworker/25:0-events
10:19:46        0         -       173      0.93      0.00  |__kworker/25:0-events
10:19:46        0       253         -      1.85      0.00  kcompactd0
10:19:46        0         -       253      1.85      0.00  |__kcompactd0
10:19:46        0       288         -      0.93      0.00  kworker/3:1-mm_percpu_wq
10:19:46        0         -       288      0.93      0.00  |__kworker/3:1-mm_percpu_wq
10:19:46        0       414         -      0.93      0.00  kworker/27:1-mm_percpu_wq
10:19:46        0         -       414      0.93      0.00  |__kworker/27:1-mm_percpu_wq
10:19:46        0       415         -      0.93      0.00  kworker/26:1-mm_percpu_wq
10:19:46        0         -       415      0.93      0.00  |__kworker/26:1-mm_percpu_wq
10:19:46        0       421         -      1.85      0.00  kworker/19:1-mm_percpu_wq
10:19:46        0         -       421      1.85      0.00  |__kworker/19:1-mm_percpu_wq
10:19:46        0       450         -      6.48      0.00  kworker/15:1-events_power_efficient
10:19:46        0         -       450      6.48      0.00  |__kworker/15:1-events_power_efficient
10:19:46        0       459         -      0.93      0.00  kworker/14:1-mm_percpu_wq
10:19:46        0         -       459      0.93      0.00  |__kworker/14:1-mm_percpu_wq
10:19:46        0       484         -      0.93      0.00  kworker/2:2-mm_percpu_wq
10:19:46        0         -       484      0.93      0.00  |__kworker/2:2-mm_percpu_wq
10:19:46        0       485         -      0.93      0.00  kworker/5:1-mm_percpu_wq
10:19:46        0         -       485      0.93      0.00  |__kworker/5:1-mm_percpu_wq
10:19:46        0       489         -      0.93      0.00  kworker/12:1-mm_percpu_wq
10:19:46        0         -       489      0.93      0.00  |__kworker/12:1-mm_percpu_wq
10:19:46        0       507         -      0.93      0.00  kworker/9:1-mm_percpu_wq
10:19:46        0         -       507      0.93      0.00  |__kworker/9:1-mm_percpu_wq
10:19:46        0       509         -      0.93      0.00  kworker/13:1-mm_percpu_wq
10:19:46        0         -       509      0.93      0.00  |__kworker/13:1-mm_percpu_wq
10:19:46        0       533         -      0.93      0.00  kworker/11:1-mm_percpu_wq
10:19:46        0         -       533      0.93      0.00  |__kworker/11:1-mm_percpu_wq
10:19:46        0       534         -      0.93      0.00  kworker/10:1-mm_percpu_wq
10:19:46        0         -       534      0.93      0.00  |__kworker/10:1-mm_percpu_wq
10:19:46        0       600         -      1.85      0.00  kworker/23:1-mm_percpu_wq
10:19:46        0         -       600      1.85      0.00  |__kworker/23:1-mm_percpu_wq
10:19:46        0       661         -      0.93      0.00  kworker/18:2-mm_percpu_wq
10:19:46        0         -       661      0.93      0.00  |__kworker/18:2-mm_percpu_wq
10:19:46        0       672         -      0.93      0.00  kworker/1:2-mm_percpu_wq
10:19:46        0         -       672      0.93      0.00  |__kworker/1:2-mm_percpu_wq
10:19:46        0       738         -      0.93      0.00  kworker/0:2-mm_percpu_wq
10:19:46        0         -       738      0.93      0.00  |__kworker/0:2-mm_percpu_wq
10:19:46        0       900         -      0.93      0.00  kworker/16:3-mm_percpu_wq
10:19:46        0         -       900      0.93      0.00  |__kworker/16:3-mm_percpu_wq
10:19:46        0      1146         -      0.93      0.00  kworker/4:2-mm_percpu_wq
10:19:46        0         -      1146      0.93      0.00  |__kworker/4:2-mm_percpu_wq
10:19:46        0      7373         -      0.93      0.00  kworker/7:0-mm_percpu_wq
10:19:46        0         -      7373      0.93      0.00  |__kworker/7:0-mm_percpu_wq
10:19:46        0      7492         -      0.93      0.00  kworker/8:0-mm_percpu_wq
10:19:46        0         -      7492      0.93      0.00  |__kworker/8:0-mm_percpu_wq
10:19:46        0      9978         -      0.93      0.00  kworker/17:0-mm_percpu_wq
10:19:46        0         -      9978      0.93      0.00  |__kworker/17:0-mm_percpu_wq
10:19:46        0     14070         -      0.00      0.93  stress-ng-cpu
10:19:46        0         -     14070      0.00      0.93  |__stress-ng-cpu
10:19:46        0     14071         -      0.00     10.19  stress-ng-cpu
10:19:46        0         -     14071      0.00     10.19  |__stress-ng-cpu
