Current logical CPUs: 12
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.12.27-amd64 (localhost) 	05/15/25 	_x86_64_	(12 CPU)

23:56:18      UID      TGID       TID   cswch/s nvcswch/s  Command
23:56:19        0        18         -      9.43      0.00  rcu_preempt
23:56:19        0         -        18      9.43      0.00  |__rcu_preempt
23:56:19        0        45         -      0.94      0.00  ksoftirqd/4
23:56:19        0         -        45      0.94      0.00  |__ksoftirqd/4
23:56:19        0       112         -      1.89      0.00  kcompactd0
23:56:19        0         -       112      1.89      0.00  |__kcompactd0
23:56:19        0       353         -      0.94      0.00  kworker/6:2-mm_percpu_wq
23:56:19        0         -       353      0.94      0.00  |__kworker/6:2-mm_percpu_wq
23:56:19        0       464         -      0.94      0.00  kworker/2:2-mm_percpu_wq
23:56:19        0         -       464      0.94      0.00  |__kworker/2:2-mm_percpu_wq
23:56:19        0       471         -      2.83      0.00  usb-storage
23:56:19        0         -       471      2.83      0.00  |__usb-storage
23:56:19        0      4566         -      5.66      0.00  kworker/7:2-events
23:56:19        0         -      4566      5.66      0.00  |__kworker/7:2-events
23:56:19        0      4592         -      3.77      0.00  kworker/5:0-events
23:56:19        0         -      4592      3.77      0.00  |__kworker/5:0-events
23:56:19        0      5538         -      0.94      0.00  kworker/4:2-mm_percpu_wq
23:56:19        0         -      5538      0.94      0.00  |__kworker/4:2-mm_percpu_wq
23:56:19        0      8171         -      0.94      0.00  kworker/3:0-mm_percpu_wq
23:56:19        0         -      8171      0.94      0.00  |__kworker/3:0-mm_percpu_wq
23:56:19        0      8253         -      0.94      0.00  kworker/1:1-mm_percpu_wq
23:56:19        0         -      8253      0.94      0.00  |__kworker/1:1-mm_percpu_wq
23:56:19        0     11977         -      2.83      0.00  kworker/0:1-events
23:56:19        0         -     11977      2.83      0.00  |__kworker/0:1-events
23:56:19        0     12255         -      0.00      5.66  stress-ng-cpu
23:56:19        0         -     12255      0.00      5.66  |__stress-ng-cpu
23:56:19        0     12256         -      0.00      3.77  stress-ng-cpu
23:56:19        0         -     12256      0.00      3.77  |__stress-ng-cpu
23:56:19        0     12260         -      0.00      0.94  stress-ng-cpu
23:56:19        0         -     12260      0.00      0.94  |__stress-ng-cpu
23:56:19        0     12261         -      0.00      6.60  stress-ng-cpu
23:56:19        0         -     12261      0.00      6.60  |__stress-ng-cpu
23:56:19        0     12262         -      0.00      0.94  stress-ng-cpu
23:56:19        0         -     12262      0.00      0.94  |__stress-ng-cpu
23:56:19        0     12263         -      0.00      6.60  stress-ng-cpu
23:56:19        0         -     12263      0.00      6.60  |__stress-ng-cpu
23:56:19        0     12264         -      0.00      6.60  stress-ng-cpu
23:56:19        0         -     12264      0.00      6.60  |__stress-ng-cpu
23:56:19        0     12265         -      0.00      0.94  stress-ng-cpu
23:56:19        0         -     12265      0.00      0.94  |__stress-ng-cpu
23:56:19        0     12266         -      0.94      5.66  pidstat
23:56:19        0         -     12266      0.94      5.66  |__pidstat

23:56:19      UID      TGID       TID   cswch/s nvcswch/s  Command
23:56:20        0       112         -      2.00      0.00  kcompactd0
23:56:20        0         -       112      2.00      0.00  |__kcompactd0
23:56:20        0       353         -      1.00      0.00  kworker/6:2-mm_percpu_wq
23:56:20        0         -       353      1.00      0.00  |__kworker/6:2-mm_percpu_wq
23:56:20        0       464         -      1.00      0.00  kworker/2:2-events
23:56:20        0         -       464      1.00      0.00  |__kworker/2:2-events
23:56:20        0       471         -      4.00      0.00  usb-storage
23:56:20        0         -       471      4.00      0.00  |__usb-storage
23:56:20        0      4566         -      6.00      0.00  kworker/7:2-events
23:56:20        0         -      4566      6.00      0.00  |__kworker/7:2-events
23:56:20        0      4592         -      1.00      0.00  kworker/5:0-events_freezable
23:56:20        0         -      4592      1.00      0.00  |__kworker/5:0-events_freezable
23:56:20        0      5538         -      1.00      0.00  kworker/4:2-mm_percpu_wq
23:56:20        0         -      5538      1.00      0.00  |__kworker/4:2-mm_percpu_wq
23:56:20        0      8171         -      1.00      0.00  kworker/3:0-mm_percpu_wq
23:56:20        0         -      8171      1.00      0.00  |__kworker/3:0-mm_percpu_wq
23:56:20        0      8243         -      1.00      0.00  kworker/u50:1-flush-8:16
23:56:20        0         -      8243      1.00      0.00  |__kworker/u50:1-flush-8:16
23:56:20        0     10874         -      3.00      0.00  kworker/u50:2-events_unbound
23:56:20        0         -     10874      3.00      0.00  |__kworker/u50:2-events_unbound
23:56:20        0     11977         -      2.00      0.00  kworker/0:1-events
23:56:20        0         -     11977      2.00      0.00  |__kworker/0:1-events
23:56:20        0     12255         -      0.00      6.00  stress-ng-cpu
23:56:20        0         -     12255      0.00      6.00  |__stress-ng-cpu
23:56:20        0     12256         -      0.00      6.00  stress-ng-cpu
23:56:20        0         -     12256      0.00      6.00  |__stress-ng-cpu
23:56:20        0     12260         -      0.00      1.00  stress-ng-cpu
23:56:20        0         -     12260      0.00      1.00  |__stress-ng-cpu
23:56:20        0     12261         -      0.00      2.00  stress-ng-cpu
23:56:20        0         -     12261      0.00      2.00  |__stress-ng-cpu
23:56:20        0     12262         -      0.00      1.00  stress-ng-cpu
23:56:20        0         -     12262      0.00      1.00  |__stress-ng-cpu
23:56:20        0     12263         -      0.00     11.00  stress-ng-cpu
23:56:20        0         -     12263      0.00     11.00  |__stress-ng-cpu
23:56:20        0     12264         -      0.00      2.00  stress-ng-cpu
23:56:20        0         -     12264      0.00      2.00  |__stress-ng-cpu
23:56:20        0     12266         -      1.00      6.00  pidstat
23:56:20        0         -     12266      1.00      6.00  |__pidstat

23:56:20      UID      TGID       TID   cswch/s nvcswch/s  Command
23:56:21        0        21         -      1.00      0.00  migration/0
23:56:21        0         -        21      1.00      0.00  |__migration/0
23:56:21        0        26         -      1.00      0.00  migration/1
23:56:21        0         -        26      1.00      0.00  |__migration/1
23:56:21        0        32         -      1.00      0.00  migration/2
23:56:21        0         -        32      1.00      0.00  |__migration/2
23:56:21        0        38         -      1.00      0.00  migration/3
23:56:21        0         -        38      1.00      0.00  |__migration/3
23:56:21        0        44         -      1.00      0.00  migration/4
23:56:21        0         -        44      1.00      0.00  |__migration/4
23:56:21        0        50         -      1.00      0.00  migration/5
