Current logical CPUs: 12
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.12.27-amd64 (localhost) 	05/16/25 	_x86_64_	(12 CPU)

00:07:33      UID      TGID       TID   cswch/s nvcswch/s  Command
00:07:34        0        17         -      0.94      0.00  ksoftirqd/0
00:07:34        0         -        17      0.94      0.00  |__ksoftirqd/0
00:07:34        0        18         -     12.26      0.00  rcu_preempt
00:07:34        0         -        18     12.26      0.00  |__rcu_preempt
00:07:34        0       112         -      2.83      0.00  kcompactd0
00:07:34        0         -       112      2.83      0.00  |__kcompactd0
00:07:34        0       270         -      2.83      0.00  kworker/3:1H-kblockd
00:07:34        0         -       270      2.83      0.00  |__kworker/3:1H-kblockd
00:07:34        0       323         -      0.94      0.00  kworker/11:1H-kblockd
00:07:34        0         -       323      0.94      0.00  |__kworker/11:1H-kblockd
00:07:34        0       353         -      0.94      0.00  kworker/6:2-mm_percpu_wq
00:07:34        0         -       353      0.94      0.00  |__kworker/6:2-mm_percpu_wq
00:07:34        0       464         -      1.89      0.00  kworker/2:2-events
00:07:34        0         -       464      1.89      0.00  |__kworker/2:2-events
00:07:34        0       471         -     15.09      0.00  usb-storage
00:07:34        0         -       471     15.09      0.00  |__usb-storage
00:07:34        0      4566         -      0.94      0.00  kworker/7:2-mm_percpu_wq
00:07:34        0         -      4566      0.94      0.00  |__kworker/7:2-mm_percpu_wq
00:07:34        0      5538         -      5.66      0.00  kworker/4:2-events
00:07:34        0         -      5538      5.66      0.00  |__kworker/4:2-events
00:07:34        0     10874         -      0.94      0.00  kworker/u50:2-flush-8:16
00:07:34        0         -     10874      0.94      0.00  |__kworker/u50:2-flush-8:16
00:07:34        0     11977         -      1.89      0.00  kworker/0:1-events
00:07:34        0         -     11977      1.89      0.00  |__kworker/0:1-events
00:07:34        0     11979         -      0.94      0.94  kworker/11:0-inode_switch_wbs
00:07:34        0         -     11979      0.94      0.94  |__kworker/11:0-inode_switch_wbs
00:07:34        0     15641         -      4.72      0.00  kworker/u50:3-writeback
00:07:34        0         -     15641      4.72      0.00  |__kworker/u50:3-writeback
00:07:34        0     15692         -      0.94      0.00  kworker/10:1-mm_percpu_wq
00:07:34        0         -     15692      0.94      0.00  |__kworker/10:1-mm_percpu_wq
00:07:34        0     16016         -      0.00      5.66  stress-ng-cpu
00:07:34        0         -     16016      0.00      5.66  |__stress-ng-cpu
00:07:34        0     16018         -      0.00      0.94  stress-ng-cpu
00:07:34        0         -     16018      0.00      0.94  |__stress-ng-cpu
00:07:34        0     16019         -      0.00      0.94  stress-ng-cpu
00:07:34        0         -     16019      0.00      0.94  |__stress-ng-cpu
00:07:34        0     16020         -      0.00     11.32  stress-ng-cpu
00:07:34        0         -     16020      0.00     11.32  |__stress-ng-cpu
00:07:34        0     16022         -      0.00      7.55  stress-ng-cpu
00:07:34        0         -     16022      0.00      7.55  |__stress-ng-cpu
00:07:34        0     16023         -      0.00      0.94  stress-ng-cpu
00:07:34        0         -     16023      0.00      0.94  |__stress-ng-cpu
00:07:34        0     16025         -      0.00      8.49  stress-ng-cpu
00:07:34        0         -     16025      0.00      8.49  |__stress-ng-cpu
00:07:34        0     16026         -      0.00      1.89  stress-ng-cpu
00:07:34        0         -     16026      0.00      1.89  |__stress-ng-cpu
00:07:34        0     16027         -      0.00      8.49  stress-ng-cpu
00:07:34        0         -     16027      0.00      8.49  |__stress-ng-cpu
00:07:34        0     16028         -      0.94      5.66  pidstat
00:07:34        0         -     16028      0.94      5.66  |__pidstat

00:07:34      UID      TGID       TID   cswch/s nvcswch/s  Command
00:07:35        0       112         -      1.00      0.00  kcompactd0
00:07:35        0         -       112      1.00      0.00  |__kcompactd0
00:07:35        0       270         -      1.00      0.00  kworker/3:1H-kblockd
00:07:35        0         -       270      1.00      0.00  |__kworker/3:1H-kblockd
00:07:35        0       302         -      2.00      0.00  kworker/9:1H-kblockd
00:07:35        0         -       302      2.00      0.00  |__kworker/9:1H-kblockd
00:07:35        0       353         -      1.00      0.00  kworker/6:2-mm_percpu_wq
00:07:35        0         -       353      1.00      0.00  |__kworker/6:2-mm_percpu_wq
00:07:35        0       464         -      2.00      0.00  kworker/2:2-events
00:07:35        0         -       464      2.00      0.00  |__kworker/2:2-events
00:07:35        0       471         -     15.00      0.00  usb-storage
00:07:35        0         -       471     15.00      0.00  |__usb-storage
00:07:35        0       497         -      3.00      2.00  jbd2/sdb3-8
00:07:35        0         -       497      3.00      2.00  |__jbd2/sdb3-8
00:07:35        0      4566         -      1.00      0.00  kworker/7:2-mm_percpu_wq
00:07:35        0         -      4566      1.00      0.00  |__kworker/7:2-mm_percpu_wq
00:07:35        0      5538         -      6.00      0.00  kworker/4:2-events
00:07:35        0         -      5538      6.00      0.00  |__kworker/4:2-events
00:07:35        0     10874         -      3.00      0.00  kworker/u50:2-events_unbound
00:07:35        0         -     10874      3.00      0.00  |__kworker/u50:2-events_unbound
00:07:35        0     11977         -      3.00      0.00  kworker/0:1-events
00:07:35        0         -     11977      3.00      0.00  |__kworker/0:1-events
00:07:35        0     11979         -      1.00      0.00  kworker/11:0-mm_percpu_wq
00:07:35        0         -     11979      1.00      0.00  |__kworker/11:0-mm_percpu_wq
00:07:35        0     15630         -      1.00      0.00  kworker/3:2-mm_percpu_wq
00:07:35        0         -     15630      1.00      0.00  |__kworker/3:2-mm_percpu_wq
00:07:35        0     15641         -      1.00      1.00  kworker/u50:3-flush-8:16
00:07:35        0         -     15641      1.00      1.00  |__kworker/u50:3-flush-8:16
00:07:35        0     15692         -      1.00      0.00  kworker/10:1-mm_percpu_wq
00:07:35        0         -     15692      1.00      0.00  |__kworker/10:1-mm_percpu_wq
00:07:35        0     16016         -      0.00      2.00  stress-ng-cpu
00:07:35        0         -     16016      0.00      2.00  |__stress-ng-cpu
00:07:35        0     16018         -      0.00      1.00  stress-ng-cpu
00:07:35        0         -     16018      0.00      1.00  |__stress-ng-cpu
00:07:35        0     16019         -      0.00      1.00  stress-ng-cpu
00:07:35        0         -     16019      0.00      1.00  |__stress-ng-cpu
00:07:35        0     16020         -      0.00     10.00  stress-ng-cpu
00:07:35        0         -     16020      0.00     10.00  |__stress-ng-cpu
00:07:35        0     16022         -      0.00      8.00  stress-ng-cpu
00:07:35        0         -     16022      0.00      8.00  |__stress-ng-cpu
