Current logical CPUs: 16
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.12.27-amd64 (localhost) 	05/15/25 	_x86_64_	(16 CPU)

22:22:16      UID      TGID       TID   cswch/s nvcswch/s  Command
22:22:17        0         2         -      0.95      0.00  kthreadd
22:22:17        0         -         2      0.95      0.00  |__kthreadd
22:22:17        0        18         -     22.86      0.00  rcu_preempt
22:22:17        0         -        18     22.86      0.00  |__rcu_preempt
22:22:17        0        39         -      0.95      0.00  ksoftirqd/6
22:22:17        0         -        39      0.95      0.00  |__ksoftirqd/6
22:22:17        0       105         -      2.86      0.00  ksoftirqd/5
22:22:17        0         -       105      2.86      0.00  |__ksoftirqd/5
22:22:17        0       136         -      1.90      0.00  kcompactd0
22:22:17        0         -       136      1.90      0.00  |__kcompactd0
22:22:17        0       142         -     19.05      0.00  irq/9-acpi
22:22:17        0         -       142     19.05      0.00  |__irq/9-acpi
22:22:17        0       295         -     20.00      0.00  kworker/5:1H-acpi_thermal_pm
22:22:17        0         -       295     20.00      0.00  |__kworker/5:1H-acpi_thermal_pm
22:22:17        0       527         -      2.86      0.00  usb-storage
22:22:17        0         -       527      2.86      0.00  |__usb-storage
22:22:17        0       923         -      0.95      0.00  kworker/0:7-events
22:22:17        0         -       923      0.95      0.00  |__kworker/0:7-events
22:22:17        0      1115         -      0.95      0.00  kworker/13:0-mm_percpu_wq
22:22:17        0         -      1115      0.95      0.00  |__kworker/13:0-mm_percpu_wq
22:22:17        0      5986         -      7.62      1.90  kworker/u64:1-kec
22:22:17        0         -      5986      7.62      1.90  |__kworker/u64:1-kec
22:22:17        0      7317         -      3.81      0.00  kworker/5:4-kacpi_notify
22:22:17        0         -      7317      3.81      0.00  |__kworker/5:4-kacpi_notify
22:22:17        0      9751         -      0.95      0.00  kworker/4:1-mm_percpu_wq
22:22:17        0         -      9751      0.95      0.00  |__kworker/4:1-mm_percpu_wq
22:22:17        0      9916         -      2.86      0.00  kworker/14:3-mm_percpu_wq
22:22:17        0         -      9916      2.86      0.00  |__kworker/14:3-mm_percpu_wq
22:22:17        0     10016         -      3.81      0.00  kworker/5:6-kacpi_notify
