Current logical CPUs: 32
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.12.27-amd64 (localhost) 	05/19/25 	_x86_64_	(32 CPU)

10:41:27      UID      TGID       TID   cswch/s nvcswch/s  Command
10:41:28        0        18         -     11.32      0.00  rcu_preempt
10:41:28        0         -        18     11.32      0.00  |__rcu_preempt
10:41:28        0        58         -      0.94      0.00  kworker/6:0-mm_percpu_wq
10:41:28        0         -        58      0.94      0.00  |__kworker/6:0-mm_percpu_wq
10:41:28        0       142         -      0.94      0.00  ksoftirqd/20
10:41:28        0         -       142      0.94      0.00  |__ksoftirqd/20
10:41:28        0       173         -      0.94      0.00  kworker/25:0-mm_percpu_wq
10:41:28        0         -       173      0.94      0.00  |__kworker/25:0-mm_percpu_wq
10:41:28        0       253         -      1.89      0.00  kcompactd0
10:41:28        0         -       253      1.89      0.00  |__kcompactd0
10:41:28        0       273         -      0.94      0.00  kworker/30:1-mm_percpu_wq
10:41:28        0         -       273      0.94      0.00  |__kworker/30:1-mm_percpu_wq
10:41:28        0       286         -      0.94      0.00  kworker/31:2-mm_percpu_wq
10:41:28        0         -       286      0.94      0.00  |__kworker/31:2-mm_percpu_wq
10:41:28        0       288         -      0.94      0.00  kworker/3:1-mm_percpu_wq
10:41:28        0         -       288      0.94      0.00  |__kworker/3:1-mm_percpu_wq
10:41:28        0       413         -      0.94      0.00  kworker/28:1-mm_percpu_wq
10:41:28        0         -       413      0.94      0.00  |__kworker/28:1-mm_percpu_wq
10:41:28        0       414         -      2.83      0.94  kworker/27:1-mm_percpu_wq
10:41:28        0         -       414      2.83      0.94  |__kworker/27:1-mm_percpu_wq
10:41:28        0       415         -      1.89      0.00  kworker/26:1-mm_percpu_wq
10:41:28        0         -       415      1.89      0.00  |__kworker/26:1-mm_percpu_wq
10:41:28        0       416         -      0.94      0.00  kworker/29:1-mm_percpu_wq
10:41:28        0         -       416      0.94      0.00  |__kworker/29:1-mm_percpu_wq
10:41:28        0       419         -      0.94      0.00  kworker/24:1-mm_percpu_wq
10:41:28        0         -       419      0.94      0.00  |__kworker/24:1-mm_percpu_wq
10:41:28        0       421         -      0.94      0.00  kworker/19:1-mm_percpu_wq
10:41:28        0         -       421      0.94      0.00  |__kworker/19:1-mm_percpu_wq
10:41:28        0       423         -      0.94      0.00  kworker/20:2-mm_percpu_wq
10:41:28        0         -       423      0.94      0.00  |__kworker/20:2-mm_percpu_wq
10:41:28        0       459         -      0.94      0.00  kworker/14:1-mm_percpu_wq
10:41:28        0         -       459      0.94      0.00  |__kworker/14:1-mm_percpu_wq
10:41:28        0       484         -      0.94      0.00  kworker/2:2-mm_percpu_wq
10:41:28        0         -       484      0.94      0.00  |__kworker/2:2-mm_percpu_wq
10:41:28        0       489         -      0.94      0.00  kworker/12:1-mm_percpu_wq
10:41:28        0         -       489      0.94      0.00  |__kworker/12:1-mm_percpu_wq
10:41:28        0       507         -      0.94      0.00  kworker/9:1-mm_percpu_wq
10:41:28        0         -       507      0.94      0.00  |__kworker/9:1-mm_percpu_wq
10:41:28        0       509         -      0.94      0.00  kworker/13:1-mm_percpu_wq
10:41:28        0         -       509      0.94      0.00  |__kworker/13:1-mm_percpu_wq
10:41:28        0       533         -      0.94      0.00  kworker/11:1-mm_percpu_wq
10:41:28        0         -       533      0.94      0.00  |__kworker/11:1-mm_percpu_wq
10:41:28        0       534         -      0.94      0.00  kworker/10:1-mm_percpu_wq
10:41:28        0         -       534      0.94      0.00  |__kworker/10:1-mm_percpu_wq
10:41:28        0       535         -      0.94      0.00  kworker/16:1H-kblockd
10:41:28        0         -       535      0.94      0.00  |__kworker/16:1H-kblockd
10:41:28        0       600         -      0.94      0.00  kworker/23:1-mm_percpu_wq
10:41:28        0         -       600      0.94      0.00  |__kworker/23:1-mm_percpu_wq
10:41:28        0       661         -      0.94      0.00  kworker/18:2-mm_percpu_wq
10:41:28        0         -       661      0.94      0.00  |__kworker/18:2-mm_percpu_wq
10:41:28        0       673         -      0.94      0.00  kworker/22:2-mm_percpu_wq
10:41:28        0         -       673      0.94      0.00  |__kworker/22:2-mm_percpu_wq
10:41:28        0       680         -      2.83      0.00  usb-storage
10:41:28        0         -       680      2.83      0.00  |__usb-storage
10:41:28        0       900         -      0.94      0.00  kworker/16:3-mm_percpu_wq
10:41:28        0         -       900      0.94      0.00  |__kworker/16:3-mm_percpu_wq
