Current logical CPUs: 32
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.1.0-34-amd64 (localhost) 	05/19/25 	_x86_64_	(32 CPU)

10:55:08      UID      TGID       TID   cswch/s nvcswch/s  Command
10:55:09        0        15         -     11.43      0.00  rcu_preempt
10:55:09        0         -        15     11.43      0.00  |__rcu_preempt
10:55:09        0        17         -      6.67      0.00  kworker/0:1-events_power_efficient
10:55:09        0         -        17      6.67      0.00  |__kworker/0:1-events_power_efficient
10:55:09        0        42         -      1.90      0.00  kworker/5:0-mm_percpu_wq
10:55:09        0         -        42      1.90      0.00  |__kworker/5:0-mm_percpu_wq
10:55:09        0       126         -      2.86      0.00  ksoftirqd/22
10:55:09        0         -       126      2.86      0.00  |__ksoftirqd/22
10:55:09        0       211         -      1.90      0.00  kworker/1:2-mm_percpu_wq
10:55:09        0         -       211      1.90      0.00  |__kworker/1:2-mm_percpu_wq
10:55:09        0       215         -      1.90      0.00  kcompactd0
10:55:09        0         -       215      1.90      0.00  |__kcompactd0
10:55:09        0       224         -      0.95      0.00  kworker/16:1-mm_percpu_wq
10:55:09        0         -       224      0.95      0.00  |__kworker/16:1-mm_percpu_wq
10:55:09        0       240         -      0.95      0.00  kworker/2:1-mm_percpu_wq
10:55:09        0         -       240      0.95      0.00  |__kworker/2:1-mm_percpu_wq
10:55:09        0       244         -      0.95      0.00  kworker/6:1-mm_percpu_wq
10:55:09        0         -       244      0.95      0.00  |__kworker/6:1-mm_percpu_wq
10:55:09        0       245         -      0.95      0.00  kworker/7:1-mm_percpu_wq
10:55:09        0         -       245      0.95      0.00  |__kworker/7:1-mm_percpu_wq
10:55:09        0       248         -      0.95      0.00  kworker/10:1-mm_percpu_wq
10:55:09        0         -       248      0.95      0.00  |__kworker/10:1-mm_percpu_wq
10:55:09        0       249         -      0.95      0.00  kworker/11:1-mm_percpu_wq
10:55:09        0         -       249      0.95      0.00  |__kworker/11:1-mm_percpu_wq
10:55:09        0       250         -      0.95      0.00  kworker/13:1-mm_percpu_wq
10:55:09        0         -       250      0.95      0.00  |__kworker/13:1-mm_percpu_wq
10:55:09        0       251         -      0.95      0.00  kworker/14:1-mm_percpu_wq
10:55:09        0         -       251      0.95      0.00  |__kworker/14:1-mm_percpu_wq
