Time (s),CPU Temp (°C),Avg CPU0–7 (GHz),Avg CPU8–15 (GHz)
695,45,1.175436025,1.14848695
696,45,1.1167903125,0.9745574791666667
697,45,0.983204375,0.9602816875
698,45,1.0338544791666666,1.0194640625
699,44,1.1825130625,0.9290285
700,45,1.0953290208333333,1.00469325
701,45,1.0943695625,1.051681375
702,45,1.0821171875,0.9697734375
703,44.166666666666664,1.0899657291666667,1.0084182916666666
704,44.833333333333336,1.0560589166666667,0.9978596875
705,45,1.0152450833333333,0.9722206041666667
706,45,1.031649775,0.917058
707,45,1.0049348958333333,1.1540276041666666
708,44.333333333333336,1.1180736458333334,0.9811743541666667
709,44.666666666666664,1.0528922291666667,1.0828315416666667
710,45,0.9751693541666666,0.9767265833333334
711,45,0.9624563541666666,1.02395975
712,45,1.0979857083333333,0.9443395
713,45,1.0594195208333335,0.9138761458333333
714,45,1.0380000208333333,1.2114893125
715,44.666666666666664,1.1485793125,1.2175145
716,44,1.1468413124999999,1.1359297291666666
717,44.166666666666664,1.0597322916666667,0.9144655208333333
718,44.833333333333336,1.0880970416666667,1.0171555625
719,44,0.962181325,0.867144975
720,44,1.1364867083333334,0.9108790208333333
721,45,0.9770127916666667,0.9873692916666666
722,44,1.0608900625,0.9552045833333334
723,44,1.0266270208333332,0.9661346666666667
724,45,1.1800452916666666,0.9949719583333334
725,44,0.95225075,1.02326075
726,43,1.0794477291666666,0.9442677916666666
727,44,1.03760485,1.03178605
728,44.833333333333336,1.1345284166666667,1.0339511666666668
729,44.166666666666664,1.0720246458333333,0.9408215625
730,44,0.9914437708333333,0.9210406250000001
731,44.833333333333336,1.0353370833333333,1.01143125
732,44.333333333333336,1.0412500625,0.9197508958333334
733,44.666666666666664,1.0650979583333333,1.0572970833333333
734,44.333333333333336,1.0821335,1.1582924791666667
735,44.5,1.0434151458333334,0.9585007708333333
736,44.5,1.0993703541666666,1.0786492291666667
737,44,1.0435442083333333,0.9697342083333333
738,44,1.0451734583333334,0.952206
739,44,0.94366175,1.0066080833333333
740,44,1.047483625,1.1505418250000001
741,44,1.0212538958333335,0.88465375
742,44,1.0101906666666667,1.1498814583333332
743,44,1.0096916249999999,1.1935546458333333
744,44,1.0710949375,1.0408848125
745,45,1.0278062916666666,0.9441456458333334
746,45,1.0094409583333332,0.871107125
747,44,1.1127780624999999,1.062310375
748,45,0.9440627500000001,1.1137653125
749,45,0.9140503125,0.9032701041666666
750,44,0.9860316,0.9597536999999999
751,43.166666666666664,1.0481329583333334,1.0779738541666666
752,43.833333333333336,0.9995453333333333,1.2283196458333334
753,44.666666666666664,1.1076786041666666,1.2129265
754,44,0.9426621666666667,1.21319275
755,43,1.1385688125,0.9664855833333333
756,43,1.0111698125,0.9101774583333333
757,43.5,0.9924385625,0.9609685208333333
758,44,1.0722224166666667,0.8988905416666667
759,43.5,1.0246995,0.962903625
760,43.5,1.0937577916666665,1.0007073125
761,44.5,1.0020548541666667,0.9697533541666666
762,44.6,1.046934925,1.0518058
763,43.666666666666664,0.9982078333333333,0.9433303958333333
764,43.666666666666664,1.001258875,0.9695064791666667
765,44.666666666666664,1.0503334583333332,1.1096540833333333
766,43.833333333333336,1.061536875,1.1867714583333333
767,43,1.1133106041666667,0.9347638125
768,43,1.0388859791666667,1.0216874375
769,43,1.0242161875,0.9294457083333334
770,42,1.0545453125,0.9609527708333333
771,43,0.9840237291666667,1.4979307291666668
772,43,2.3047167678571427,2.3848932678571426
773,59.5,2.7821046875,2.98786396875
774,54.714285714285715,1.5619894464285715,1.4363532321428572
775,45.666666666666664,1.1214161458333334,1.0399708333333333
776,45,1.1053881875,0.99834025
777,45.6,1.050472075,0.919469825
778,46,0.797712,0.799999
