Current logical CPUs: 16
Test duration: 30 seconds
=== Scheduler Context Switching Test ===

>>> Measuring per-thread context switches with pidstat -w -t
Starting stress-ng again for detailed tracking...

--- pidstat -w -t output ---
Linux 6.1.0-34-amd64 (localhost) 	05/16/25 	_x86_64_	(16 CPU)

00:09:11      UID      TGID       TID   cswch/s nvcswch/s  Command
00:09:12        0        15         -      9.71      0.00  rcu_preempt
00:09:12        0         -        15      9.71      0.00  |__rcu_preempt
00:09:12        0        36         -      2.91      0.00  ksoftirqd/4
00:09:12        0         -        36      2.91      0.00  |__ksoftirqd/4
00:09:12        0       116         -      1.94      0.00  kcompactd0
00:09:12        0         -       116      1.94      0.00  |__kcompactd0
00:09:12        0       128         -      0.97      0.00  kworker/7:1-mm_percpu_wq
00:09:12        0         -       128      0.97      0.00  |__kworker/7:1-mm_percpu_wq
00:09:12        0       218         -      2.91      0.00  kworker/4:2-events
00:09:12        0         -       218      2.91      0.00  |__kworker/4:2-events
00:09:12        0       431         -      2.91      0.00  usb-storage
00:09:12        0         -       431      2.91      0.00  |__usb-storage
00:09:12        0       518         -      0.97      0.00  kworker/11:2-mm_percpu_wq
00:09:12        0         -       518      0.97      0.00  |__kworker/11:2-mm_percpu_wq
00:09:12        0      6774         -      0.97      0.00  kworker/3:3-mm_percpu_wq
00:09:12        0         -      6774      0.97      0.00  |__kworker/3:3-mm_percpu_wq
00:09:12        0      6810         -      0.97      0.00  kworker/5:0-mm_percpu_wq
00:09:12        0         -      6810      0.97      0.00  |__kworker/5:0-mm_percpu_wq
00:09:12        0     12227         -      1.94      0.00  kworker/0:0-events
00:09:12        0         -     12227      1.94      0.00  |__kworker/0:0-events
00:09:12        0     14210         -      0.97      0.00  kworker/u32:1-flush-8:0
00:09:12        0         -     14210      0.97      0.00  |__kworker/u32:1-flush-8:0
00:09:12        0     18984         -      0.97      0.00  kworker/12:2-events
00:09:12        0         -     18984      0.97      0.00  |__kworker/12:2-events
00:09:12        0     19008         -      0.97      0.00  kworker/10:0-mm_percpu_wq
00:09:12        0         -     19008      0.97      0.00  |__kworker/10:0-mm_percpu_wq
00:09:12        0     19024         -      0.97      0.00  kworker/14:1-mm_percpu_wq
00:09:12        0         -     19024      0.97      0.00  |__kworker/14:1-mm_percpu_wq
00:09:12        0     19409         -      1.94      0.00  kworker/8:0-events_freezable_power_
00:09:12        0         -     19409      1.94      0.00  |__kworker/8:0-events_freezable_power_
00:09:12        0     25270         -      0.97      0.00  kworker/9:0-mm_percpu_wq
00:09:12        0         -     25270      0.97      0.00  |__kworker/9:0-mm_percpu_wq
00:09:12        0     25319         -      0.97      0.00  kworker/2:3-mm_percpu_wq
00:09:12        0         -     25319      0.97      0.00  |__kworker/2:3-mm_percpu_wq
00:09:12        0     25378         -      5.83      0.00  kworker/6:1-events
00:09:12        0         -     25378      5.83      0.00  |__kworker/6:1-events
00:09:12        0     25738         -      0.00      6.80  stress-ng-cpu
00:09:12        0         -     25738      0.00      6.80  |__stress-ng-cpu
00:09:12        0     25739         -      0.00      3.88  stress-ng-cpu
00:09:12        0         -     25739      0.00      3.88  |__stress-ng-cpu
00:09:12        0     25740         -      0.00      0.97  stress-ng-cpu
00:09:12        0         -     25740      0.00      0.97  |__stress-ng-cpu
00:09:12        0     25741         -      0.00      5.83  stress-ng-cpu
00:09:12        0         -     25741      0.00      5.83  |__stress-ng-cpu
00:09:12        0     25742         -      0.00      0.97  stress-ng-cpu
00:09:12        0         -     25742      0.00      0.97  |__stress-ng-cpu
00:09:12        0     25743         -      0.00      0.97  stress-ng-cpu
00:09:12        0         -     25743      0.00      0.97  |__stress-ng-cpu
00:09:12        0     25744         -      0.00      0.97  stress-ng-cpu
00:09:12        0         -     25744      0.00      0.97  |__stress-ng-cpu
00:09:12        0     25745         -      0.00      4.85  stress-ng-cpu
00:09:12        0         -     25745      0.00      4.85  |__stress-ng-cpu
00:09:12        0     25746         -      0.00      1.94  stress-ng-cpu
